date	title	trend
2018-03-03	six hundred computers 'used to mine bitcoin' are stolen in audacious heist in iceland;  the computers are thought to be worth some £1.4 million - in what is being described as the country's biggest theft in history	1
2017-10-13	six-storey notting hill mansion yours for £17m - but you'll have to pay in bitcoin	1
2017-11-28	skeptics can't cool blistering bitcoin market	1
2017-05-27	small change adds up to vision for big business	1
2017-05-17	smiling sharks of the internet lurk ready to bite	1
2017-05-23	so far the gst council has got it right	1
2017-12-15	some bitcoin investors can't resist the urge to splurge	1
2018-01-05	somkid asks for bitcoin monitoring	1
2018-02-14	south dublin council says 'no' to bitcoin;  councillor wants to see cryptocurrencies used to pay parking fines and property tax	1
2018-01-11	south korea may ban digital currencies	0
2017-12-09	south korea mulls ways to cool bitcoin fever	0
2017-12-06	south korea out of bitcoin futures race	1
2017-11-28	south korean bank will test open digital wallets of bitcoins	1
2018-01-22	spend a bit of coin on this block and you'll make history	0
2017-11-15	square rises on bitcoin buy and sell option for mobile app users	1
2017-12-07	start-up exchange at center of a frenzy strains to keep pace	1
2018-02-12	state of the city: from coding to coffee the skillsfuture scheme forges a new culture of learning	1
2017-07-27	state mulls policy on virtual currencies	1
2017-12-23	steep drop and surging panic show bitcoin has a flip side	1
2017-12-06	step into a crypto-currency mine	1
2018-02-22	still bullish on bitcoin? read the cautionary tale of this blockchain stock	0
2017-12-06	still thinking of buying bitcoin at $13000? warning! rbi has a message for you;  even as virtual currencies (vcs) including bitcoins are recording all-new highs leading to a rush among investors wanting to capitalise on the sudden surge in their values over the last week reserve bank of india doesn't appear much enthused by the id...	1
2018-03-07	stock market in correction as s&p 500 dow dive; tesla nvidia grubhub twitter snap make news: weekly review	0
2017-12-01	stocks fall on flynn's russia plea deal but bitcoin rebounds	1
2018-02-09	stocks open higher after budget deal; amazon targets fedex ups	1
2017-12-07	stocks up first solar breaks out; sell or hold this top bitcoin etf?	1
2017-08-07	stocks trade in narrow range as investors comb us data	1
2018-01-24	stripe abandons bitcoin payments but says cryptocurrency is still viable	1
2017-11-28	strong bitcoin nudges $10000 a unit	1
2017-12-11	stunning waterfront property for sale in bitcoin	1
2017-10-13	stunning £17million west london mansion goes on sale - but sellers will only accept bitcoin as payment;  the bitcoin-only sale is believed to be a first for the capital	1
2018-01-16	suspicious trades likely caused significant jump in bitcoin price: study	0
2017-06-05	take my bitcoin-please! a comedian tries to mine the cryptocurrency for laughs	1
2017-09-17	taken by storm harvey behind gas higher prices dear john ... the answer man	1
2017-12-07	taxwise or otherwise;  the coin of the future	1
2017-05-17	technology watch: computer security	1
2017-01-03	the battle to beat the lost cyber crime billions	1
2017-11-16	the crypto bubble?;  as detractors and skeptics become converts cryptocurrency enthusiasts say these digital assets could have a big advantage over traditional investments brian milner writes	1
2017-11-12	the crypto currency revolution	0
2018-02-17	the digital jigsaw	1
2017-10-13	the great crypto heist;  trust economy	1
2017-09-03	the great fake ticket robbery;  scam drains honest passengers of £200m forged season pass we bought on dark web was never spotted sunday mirror investigates exclusive	0
2018-03-08	the meaning of bitcoin’s volatility	0
2017-12-01	the rise of bitcoin mania	1
2017-01-03	the virtual estate: helping clients take stock of digital assets	1
2017-11-28	this can all be yours for just 500 bitcoins	1
2018-03-07	too good to be true?;  bitcoin is in the midst of a bubble says pitt professor but investors are still placing bets	0
2018-02-22	two sides of the coin	0
2018-03-08	taiwanese airline fat joins suppliers that accept cryptocurrencies	0
2018-03-08	taiwanese airline adds to suppliers that accept cryptocurrencies	0
2017-09-26	taking stock. dangers of investing in currency like bitcoin	1
2017-12-11	talk of a bubble intensifies as price of bitcoin soars	1
2017-12-16	tax dept starts probe into bitcoin exchanges to ascertain rate they can be taxed under gst	1
2018-02-12	tax implications of cashing in on bitcoin; cryptocurrencies 'can be thought of as securities'	1
2018-01-05	taxing cryptocurrencies in india	1
2017-05-19	tech giants will not be silent about blockchain for long	1
2017-03-08	technology set to play increasingly important role in transactions	0
2017-09-14	temporary blip seen in prices after dimon demonises bitcoin	1
2017-11-12	tempted? this shows the relative 'risk' of bitcoin vs shares and bonds;  as the craze rages on james connington subjects the cryptocurrency to a technical measure of risk	0
2017-05-23	the 10000-bitcoin pizza purchase remembered	1
2017-12-11	the bitcoin craze pulls in all sorts of investor types	1
2017-06-26	the bitcoin frenzy	1
2017-12-04	the bitcoin revolution is only just beginning;  technology that backs up cryptocurrencies could also transform tax collection benefits delivery and border control	1
2017-12-23	the buzz around bitcoin	1
2017-08-13	the cryptocurrency clique	1
2017-04-01	the game changers; the banker the venture capitalist and eight otherschanging the way we think work and play	1
2017-09-01	the next big technology to transform government	0
2018-02-19	the petro is ready to conquer the market	1
2017-06-11	the secret life: three true stories by andrew o'hagan - review;  andrew o'hagan scrutinises a trio of slippery figures in these vivid essays exploring the internet's effect on our sense of self	0
2017-12-06	the accelerated development of blockchain technology in malta	1
2017-12-07	the bitcoin continues to rise and is close to 17000 dollars	1
2018-02-06	the bitcoin loses half of its value so far in 2018	1
2017-11-25	the bitcoin a coinuberizada but has its risks	1
2018-03-06	the blockchain covers more than cryptocurrencies	0
2018-03-08	the blockchain pipe dream	0
2018-02-21	the candidate for the chamber that will finance his campaign with cryptocurrencies	0
2017-09-13	the cold hard facts about bitcoins	0
2018-03-03	the cost of mining bitcoin	1
2017-11-12	the crypto currency revolution;  as the cashless society looms investors weigh up the digital options	0
2017-12-01	the dark side of bitcoin	1
2017-09-07	the digital economy	0
2018-03-07	the economy tiring us episode 71: journey to miami and the world of blockchain	0
2018-01-22	the five signs of value in any cryptocurrency	0
2017-12-07	the history of money and bitcoin	1
2018-02-21	the life of a cryptocurrency dealer	0
2017-09-07	the new barbarians at the banking gate;  digital cash is booming but will it change the world financial system?	0
2017-05-17	the next cyber attack will be even worse	1
2017-05-19	the next ransomware attack will be worse than wannacry	1
2017-08-07	the race to connect smart contracts to the real world	1
2018-03-08	the risk takers have gone; junior gold miners irked by bitcoin cannabis	0
2018-02-21	the threat of bitcoin	0
2017-11-26	the trouble with bitcoin and big data is the huge energy bill;  the power consumed by the internet giants' massive server farms and the mining of the cryptocurrency are growing into a giant environmental headache	1
2017-10-25	there's more than cryptocurrency at stake if the bitcoin bubble bursts	1
2017-12-01	these two venture capital firms are responsible for the success of bitcoin	1
2017-06-11	these startups are banking on bitcoins	0
2017-07-24	things to note	0
2017-11-13	think bitcoin's getting expensive? try zimbabwe	1
2017-06-01	this blockchain bubble might be a desirable thing: elaine ou	1
2018-01-11	this crypto conference no longer accepts bitcoin payments because they take too long	0
2017-12-01	this is when you can start trading bitcoin futures	1
2017-11-13	this is where etf leader sees the biggest opportunity in 2018	1
2017-06-09	this week in money	1
2017-09-14	those who invest in icos need protection	1
2017-05-07	threat to wipro: pay rs 500cr or will poison office	1
2018-02-08	three things to know with bitcoin at a crossroads	1
2018-02-09	thrills and spills for power ledger on the cryptocurrency rollercoaster	1
2017-05-26	tightening the net on the global ransomware threat	0
2017-12-01	to bitcoin evangelists the sky is the limit for the cryptocurrency	1
2017-05-24	to prevent fraud cyber experts want bitcoins to be regulated	0
2017-07-21	token assets or a kodak moment for the banks?	1
2018-02-12	tonight's tv: bitcoin explained on panorama and collateral	1
2017-12-11	traders begin betting on bitcoin futures	1
2017-11-16	traders lured by volatility of new products;  bitcoin the virtual currency is going mainstream.	1
2018-01-08	transaction fees hamper everyday bitcoin use;  charges have soared from 14 us cents per deal in early 2016 to a peak of us$37.49 on december 21 making it less appealing for hongkongers	0
2017-12-04	treasury targets bitcoin criminals;  gangs trading in virtual currencies 'like the wild west'	1
2018-02-27	trickster tried using stolen cheques to buy rs 84 lakhs bitcoins	1
2017-01-17	trump meets with two fda commissioner candidates; third still in play	1
2018-02-01	turkish football club pays new signing in bitcoin	0
2018-02-09	two others charged in connection to fake id scheme	1
2018-02-09	two people arrested $4.7m in bitcoin seized in large-scale fake id case	1
2017-04-26	u.s. regulators to review decision denying bitcoin etf	1
2017-10-23	uae central bank warns against using 'digital currency'	0
2018-02-22	uk mps are launching an inquiry into bitcoin and blockchain;  the treasury select committee will consider how to regulate bitcoin and other cryptocurrencies	0
2017-12-01	uk factories enjoy best month in four years as orders surge - as it happened;  britain's manufacturing sector grew at the fastest pace since 2013 in november boosted by a surge in orders from home and abroadrbs to close 259 branches with the loss of 680 jobsunion calls cuts 'savage' as rbs announces branch closuresrbs branch closures: full listnat west branch closures: full listeurozone manufacturing grows at fastest rate in 17 yearsbitcoin rises above $10500 after us regulator approves futures	1
2017-12-04	uk/eu plan crackdown on bitcoin amidst fears of crime and tax evasion	1
2017-11-06	us stocks on a roll in run-up to holiday season	0
2018-02-12	uber sneaks in nefarious plan to take away your vehicle; ride-sharing firm plans to monopolize inner-city travel writes david booth	1
2017-10-13	ukraine lawmakers seek to adopt law on turnover of cryptocurrencies	1
2017-09-07	ultimo founder to sell flats through bitcoin;  property	0
2018-01-05	understanding the growth of bitcoin market in nigeria	1
2017-08-13	unocoin partners with blockchain	1
2018-02-11	using cryptocurrency to help homeless?	0
2018-02-21	uzbekistan intends to legalize bitcoin	0
2018-02-21	venezuela begins gamble to save economy with a virtual currency backed by oil	0
2018-02-22	venezuela launches virtual currency hoping to resuscitate economy	0
2018-02-21	venezuela taps into bitcoin boom in bid to avert collapse;  is the petro a canny effort to sidestep sanctions or a final throw of the dice? margi murphy reports	0
2017-05-19	victims call hackers’ bluff as ransomware deadline nears	1
2018-02-12	viewing guide;  top pick	1
2018-02-12	virtual currencies need real controls	1
2017-12-09	virtual currency uses greed for collective good	0
2017-10-06	vitalik buterin: the youthful face of blockchain technology	1
2017-12-23	volatile bitcoin's cryptic message	1
2017-12-06	wait in gold bitcoin fans who invested pennies in the crypto-currency reveal they won't sell until they're worth billions;  survey reveals average amount investors indicated they would choose to sell at was just shy of $200000 (£150000)  a coin	1
2017-09-19	walubengo: blockchain technology can deliver elections everyone trusts	0
2017-07-19	walubengo: iebc is readier than it was in 2013 but faces new threats	1
2018-02-17	welcome to puertopia a crypto- paradise;  us entrepreneurs on the caribbean island of puerto rico are trying to build a city where all money is virtual to show the world what a crypto future could look like	1
2018-03-06	what on earth is blockchain? and is it anything to do with the bitcoin bubble?	0
2017-05-17	what we currently know about the cyberattack	1
2017-09-01	when bitcoin meets bricks and mortar;  elliott haworth talks to baroness michelle mone and her partner about a bold new property venture in dubai	0
2018-02-12	world news in brief;  washingtondems taking another run at blocked memo on russia probe	1
2017-12-09	would you list property in bitcoin?	0
2017-02-21	wwii vet didn't want bitcoins	1
2018-03-03	waging war: why cryptocurrency is the new ddos battlefield	1
2018-02-18	wake up and smell the tulips	0
2017-10-13	wall street finally goes nuts over cryptocurrencies	1
2017-05-19	wannacry cybersecurity alert shows medtech software must look beyond quick fixes	1
2017-05-17	wannacry causes chaos	1
2017-05-17	wannacry hackers attack teacher's laptop seek $600 worth of bitcoins	1
2017-12-28	want to buy bitcoins? buy from here	0
2017-06-16	warning deflates bitcoin bubble	1
2017-06-30	warning of more cyber havoc;  attacks could also last longer	0
2017-11-25	warning signs about another bitcoin exchange;  tether announces hack that has seen about $30m worth of digital tokens stolen	1
2017-10-06	warrant issued for arrest of bitcoin maths genius accused of threatening to 'blow two people's brains out';  andrew bellew from stockport is now a wanted man after failing to show up in court	1
2017-03-18	watchdog feels short-changed by details of bitcoin prospectus	0
2017-03-24	web pioneer plans blockchain-based digital ad platform	0
2017-11-08	wedding venues say we do' to virtual cash	1
2017-12-09	weekend rally shows volatility of bitcoin	0
2018-02-19	welcome to liberland: the nation that bitcoin built;  margi murphy meets vit jedlicka the former economist who is harnessing the blockchain revolution to forge a 'brand-new country'	1
2018-02-19	welcome to liberland: the nation that bitcoin built;  meets vit jedlicka the former economist who is harnessing the blockchain revolution to forge a 'brand-new country'	1
2017-06-04	wells to cost cuts further; thriftiness pays	1
2018-02-08	what bitcoin reveals about financial markets;  op-ed contributor	1
2018-02-15	what bitcoin can teach us about meaningful investing	1
2018-02-15	what bitcoin reveals about financial markets	1
2017-05-23	what fidelity's abigail johnson has to say about bitcoin and blockchain	1
2017-12-04	what i read this week: how bitcoin represents perfect mania	1
2017-06-25	what i read this week: india may be legalising bitcoin; how sweden makes money on others' waste	0
2017-12-15	what is bitcoin really worth? don't even ask.;  economic view	1
2017-12-15	what is bitcoin really worth? don’t even ask.;  economic view	1
2017-09-19	what jamie dimon is missing about bitcoin	0
2017-11-13	what nigerians should know about bitcoin	1
2017-08-23	what banks can learn from a cryptocurrency's bug bounty program	1
2017-12-04	what history tells us is next for bitcoin;  manias have various touchstones all of which the cryptocurrency hits	1
2017-12-06	what is bitcoin why are we talking about it and how do you get some?;  all your questions answered	1
2017-11-25	what is bitcoin? is it safe? and how can you get your hands on some?;  you might have heard about bitcoin in the news of late - here's everything you need to know about so-called crypo-currencies	1
2017-09-17	what is cryptocurrency'	1
2018-03-06	what is cryptojacking and how can it infect your computer?	0
2017-08-13	what is fuelling bitcoin's astounding gains';  one driver is rising demand as tech start-ups turn to the currency to finance projects	1
2017-05-09	what should replace cash? let the market decide	1
2018-01-16	what the gold standard can teach us about the future of bitcoin	0
2017-09-20	what you need to know about cryptocurrencies	0
2017-07-21	what's next for bitcoin after digital currency split is averted	1
2018-02-11	what's all the riot?	0
2017-12-04	when bitcoin meets conservative relatively speaking;  hedge fund run by bitspread seeks out asian investors eager for some tempered bitcoin exposure	1
2018-03-07	where cryptocurrency mining threatens the energy supply	0
2018-01-30	where to invest this 2018	0
2018-02-21	who drives a tech company?; seating plan can show where the priorities are	0
2018-02-19	why a.i. researchers at google got desks next to the boss	1
2018-02-14	why litecoin's price shot up 30% far more than bitcoin ethereum	1
2018-02-18	why bitcoin is for gamblers and bad actors	0
2017-11-10	why bitcoin's bubble might not be about to burst just yet;  with a huge recent rise in value experts say its assent can't last - but are they right asks james titcomb	0
2017-05-07	why blockchain technology may be the next big thing	1
2017-11-06	why companies hoard our data like treasure	0
2017-12-16	why investing in bitcoin is one of the craziest investment fads ever	1
2018-02-14	why multimillionaire pavel durov wants to mint his own cryptocurrency;  pavel durov is the multimillionaire founder of controversial messaging service telegram. now themysterious russian entrepreneur wants to mint his own cryptocurrency reports james ashton	1
2017-12-20	why the co-founder of a major bitcoin site has given up on the cryptocurrency	0
2018-01-22	why the i.r.s. fears bitcoin;  op-ed contributors	0
2018-02-21	why the bitcoin boom is nothing like 'tulip fever';  economicsthe classic story of the dutch financial bubble is mostly wrong. by anne goldgar	0
2017-12-20	why the bitcoin boom is really a double bubble;  speculation	0
2017-12-01	why today's bitcoin bubble recalls tulip mania and the dot.com craze;  the digital currency draws throngs in south korea and japan and us regulators have ok'd bitcoin futures. but the bubble could end badly for investors with uncertain ripple effects.	1
2018-02-27	why virtual currencies are a gift for adulterers;  another view	1
2017-01-13	wide lessons from valley college hack	1
2017-11-16	will bitcoin buy you property in india anytime soon? by anuj puri	1
2018-02-09	will modi government kill bitcoin for lakshmi its own cryptocurrency?	1
2017-10-23	will bitcoin sow tulips or financial market revolution?	0
2017-10-23	will bitcoin sow tulips or financial market revolution?;  comment	0
2017-09-17	will gold shine brightly again this autumn as bitcoin crashes?	1
2017-12-07	will other digital tokens follow in bitcoin's footsteps?	1
2017-07-24	will tech funding be the next bubble to burst?;  the initial coin offering model has raised £1 bn for start-ups in 2017 but some analysts are recognising warning signs	0
2018-01-13	will the bitcoin bubble be validated? only time will tell	1
2017-03-12	will we soon be able to hold bitcoin in an isa?	1
2017-12-04	winklevoss bros become first bitcoin billionaires	1
2018-02-12	winklevoss twins are confident that bitcoin will surpass us $ 320000	1
2017-05-07	wipro amps up security following email threat	1
2017-05-07	wipro emailed poison threat	1
2017-05-17	with ransomware it’s pay and embolden perpetrators or lose precious data	1
2017-05-23	with new digital tools anyone can wage cyber attacks	1
2017-12-09	with precious metals and property out of favour bitcoin is a speculator's dream	0
2018-03-03	world briefs: thousands march in slovakia to honor slain journalist	1
2017-12-07	world science forum looks at bitcoin phenomenon	1
2018-02-14	world financial industry needs a safe money transfer messaging system	1
2017-11-15	world of cryptocurrencies	1
2017-10-13	world stocks hits fresh highs as bitcoin keeps climbing - as it happened;  all the day's economic and financial news as new chinese trade figures beat expectationsbitcoin hit $5800chinese imports surge by 18.7% suggesting strong demandus surplus hits record high but trade with north korea tumblesmsci world index hits new peakftse 100 hit new closing high last nightcoming up: us inflation; imf meeting	1
2017-11-28	world's biggest bitcoin exchange launches in u.s. as currency nears $10k	1
2017-05-23	worlds collide: jpm works with team behind anonymous crypto zcash	1
2018-02-27	would you believe this? steve wozniak's bitcoins actually got stolen	1
2017-12-09	would you list in bitcoin?	0
2018-02-27	wozniak loses $71000 in bitcoin to thief: report	1
2017-06-01	you're selling your dublin threebed [...];  bitcoin is back and it's booming. the virtual currency's value has risen threefold so far this year and by 2700pc since 2013 leading to fears of an internet-fuelled bubble. but advocates and financial experts say there's more to the cryptocurrency than just speculative froth writes adrian weckler	1
2017-05-26	you've been hacked;  cyberattacks cost canadian companies billions of dollars each year in cleanup costs. so why aren't more of them trying to prevent breaches in the first place? here's a crash course in the mysterious frightening sometimes arcane but absolutely vital world of penetration testing	0
2017-08-28	yellen defends her record; helocs rebound	1
2018-02-05	you've been warned: invest in icos at your own risk	0
2018-02-19	your bitcoin or your life	1
2017-05-07	zcash woos more consumers with privacy protection vow	1
2017-12-04	zuckerberg challengers now bitcoin billionaires	1
2017-09-19	[herald interview] hacker-turned-ceo brings digital currency offline	0
2017-09-14	[news focus] korea unshaken by bitcoin plunge looming china crackdown	1
2017-05-07	`pay 500 cr in bitcoins or suffer bio-terror'	1
2018-02-17	chic tragique;  channel fashion's new crush miriam margolyes and drop the dull bitcoin www.chat.be cooler funnier and more interesting with our cheat sheet for the season	1
2017-10-06	computer degrees way out of date bitcoin entrepreneur says	1
2017-09-05	mainland bans all initial coin offerings;  central bank orders immediate halt to raising money through digital currency issuance urging funds generated so far be returned to investors	1
2018-02-05	off the cards bitcoin crackdown by lloyds bank as customers are banned from buying cryptocurrency with credit cards over debt fears;  the country's biggest bank will tell its nine million credit card customers it will now block any attempts to buy the digital currency	0
2017-06-26	pboc struggles with digital change;  central bank is trying to keep back rising tide of bitcoin while readying its own cryptocurrency but the way forward is far from clear experts say	1
2017-12-07	reigning cats ethereum price today in gbp and usd - latest news as coin struggles amid cryptocurrency downturn;  players can buy and sell virtual cats for as much as $10000 with cryptokitties - based on the digital currency ethereum	1
2018-02-17	the forum	1
2017-10-13	£17million west london mansion goes on sale - but sellers will only accept bitcoin as payment;  the bitcoin-only sale is believed to be a first for the capital	1
2018-02-22	£31m is a proper penalty…	0
2017-09-07	叫停代币融资 (jiàotíng dàibì róngzī):virtual currency fundraising banned	0
